Supercharger,Street Address,City,State,city_state,Zip,Country,Stalls,GPS,Elev,Status,Open Date,Tesla,Thread
"Lexington, KY",2155 Paul Jones Way,Lexington,KY,Lexington_KY,40509,USA,8.0,"38.017955, -84.420664",310,Open,1/30/2015,http://www.teslamotors.com/findus/location/supercharger/lexingtonkysupercharger,http://supercharge.info/service/supercharge/discuss?siteId=542
"Kingston, ON",97 Dalton Ave,Kingston,ON,Kingston_ON,K7K 0C4,Canada,6.0,"44.267307, -76.503291",90,Open,1/29/2015,http://www.teslamotors.com/findus/location/supercharger/kingstononsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=396
"Barrie, ON",100 Mapleview Dr,Barrie,ON,Barrie_ON,L4N 9H6,Canada,8.0,"44.341123, -79.678975",293,Open,1/29/2015,http://www.teslamotors.com/findus/location/supercharger/barrieonsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=328
"Lovelock, NV",150 Main St,Lovelock,NV,Lovelock_NV,89419,USA,4.0,"40.179476, -118.472135","1,213",Open,1/28/2015,http://www.teslamotors.com/findus/location/supercharger/lovelocknvsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=498
"Lone Pine, CA",701 S. Main St,Lone Pine,CA,LonePine_CA,93545,USA,4.0,"36.60059, -118.061916","1,137",Open,1/28/2015,http://www.teslamotors.com/findus/location/supercharger/lonepinecasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=365
"Baton Rouge, LA",3535 Perkins Rd,Baton Rouge,LA,BatonRouge_LA,70808,USA,6.0,"30.423892, -91.154637",10,Open,1/22/2015,http://www.teslamotors.com/findus/location/supercharger/batonrougelasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=349
"Red Deer, AB",3310 50 Ave,Red Deer,AB,RedDeer_AB,T4N 3X9,Canada,4.0,"52.251899, -113.814659",878,Open,1/22/2015,http://www.teslamotors.com/findus/location/supercharger/reddeersabupercharger,http://supercharge.info/service/supercharge/discuss?siteId=375
"West Wendover, NV",810 Wendover Blvd,West Wendover,NV,WestWendover_NV,89883,USA,6.0,"40.738399, -114.058998","1,335",Open,1/22/2015,http://www.teslamotors.com/findus/location/supercharger/westwendovernvsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=477
"Montreal (SC), QC",5350 Ferrier St,Montreal,QC,Montreal_QC,H4P 1L9,Canada,2.0,"45.496185, -73.658793",46,Open,1/22/2015,http://www.teslamotors.com/findus/location/supercharger/montrealferrier,http://supercharge.info/service/supercharge/discuss?siteId=437
"Wichita, KS",4760 S. Broadway St.,Wichita,KS,Wichita_KS,67216,USA,6.0,"37.60878, -97.33314",388,Open,1/21/2015,http://www.teslamotors.com/findus/location/supercharger/wichitakssupercharger,http://supercharge.info/service/supercharge/discuss?siteId=484
"Hooksett (north), NH",Interstate 93 N,Hooksett,NH,Hooksett_NH,3106,USA,6.0,"43.110063, -71.475087",85,Open,1/20/2015,http://www.teslamotors.com/findus/location/supercharger/hooksettnbsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=466
"Redondo Beach, CA",2410 Marine Ave,Redondo Beach,CA,RedondoBeach_CA,90278,USA,8.0,"33.894294, -118.367379",21,Open,1/20/2015,http://www.teslamotors.com/findus/location/supercharger/redondobeachsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=521
"Brattleboro, VT",499 Canal St,Brattleboro,VT,Brattleboro_VT,5301,USA,8.0,"42.838443, -72.565798",129,Open,1/16/2015,http://www.teslamotors.com/findus/location/supercharger/brattleborovtsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=456
"Grove City, OH",2221 Stringtown Rd,Grove City,OH,GroveCity_OH,43123,USA,8.0,"39.877253, -83.063448",243,Open,1/16/2015,http://www.teslamotors.com/findus/location/supercharger/grovecityohsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=334
"Needles, CA",2451 Needles HWY,Needles,CA,Needles_CA,92363,USA,4.0,"34.850835, -114.624329",157,Open,1/16/2015,http://www.teslamotors.com/findus/location/supercharger/needlescasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=522
"Hooksett (south), NH",Interstate 93 S,Hooksett,NH,Hooksett_NH,3106,USA,6.0,"43.109521, -71.477006",85,Open,1/15/2015,http://www.teslamotors.com/findus/location/supercharger/hooksettsbnhsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=467
"Springfield, IL",3801 South MacArthur Blvd,Springfield,IL,Springfield_IL,62711,USA,8.0,"39.748868, -89.67119",184,Open,1/9/2015,http://www.teslamotors.com/findus/location/supercharger/springfieldilsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=510
"DeFuniak Springs, FL",10th St and Baldwin Ave,DeFuniak Springs,FL,DeFuniakSprings_FL,32435,USA,5.0,"30.720702, -86.116677",76,Open,1/9/2015,http://www.teslamotors.com/findus/location/supercharger/defuniakspringssupercharger,http://supercharge.info/service/supercharge/discuss?siteId=252
"Revelstoke, BC",1925 Laforme Blvd,Revelstoke,BC,Revelstoke_BC,BC V0E,Canada,4.0,"51.009594, -118.218857",451,Open,12/30/2014,http://www.teslamotors.com/findus/location/supercharger/revelstokesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=347
"Auburn, MA",385 Southbridge St,Auburn,MA,Auburn_MA,1501,USA,8.0,"42.203608, -71.832516",156,Open,12/29/2014,http://www.teslamotors.com/findus/location/supercharger/auburnmasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=295
"El Centro, CA",3451 S Dogwood Rd,El Centro,CA,ElCentro_CA,92243,USA,8.0,"32.763723, -115.531517",-8,Open,12/28/2014,http://www.teslamotors.com/findus/location/supercharger/elcentrosupercharger,http://supercharge.info/service/supercharge/discuss?siteId=112
"Lima, OH",1933 Roschman Ave,Lima,OH,Lima_OH,45804,USA,8.0,"40.726668, -84.071932",271,Open,12/23/2014,http://www.teslamotors.com/findus/location/supercharger/limasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=487
"Auburn, AL",1627 Opelika Rd,Auburn,AL,Auburn_AL,0,USA,6.0,"32.625185, -85.446314",222,Open,12/23/2014,http://www.teslamotors.com/findus/location/supercharger/auburnalsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=470
"Kamloops, BC",1290 Trans-Canada Hwy,Kamloops,BC,Kamloops_BC,V2C 6R3,Canada,4.0,"50.655233, -120.368302",616,Open,12/23/2014,http://www.teslamotors.com/findus/location/supercharger/kamloopssupercharger,http://supercharge.info/service/supercharge/discuss?siteId=352
"Lake Charles, LA",1772 W. Prien Lake Rd,Lake Charles,LA,LakeCharles_LA,70601,USA,6.0,"30.200741, -93.248171",3,Open,12/21/2014,http://www.teslamotors.com/findus/location/supercharger/lakecharlessupercharger,http://supercharge.info/service/supercharge/discuss?siteId=364
"Atlanta, GA",1371 Market St NW,Atlanta,GA,Atlanta_GA,30363,USA,10.0,"33.792089, -84.393747",268,Open,12/18/2014,http://www.teslamotors.com/findus/location/supercharger/atlantasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=277
"Culver City, CA",6000 Hannum Ave,Culver City,CA,CulverCity_CA,90230,USA,12.0,"33.986779, -118.390213",13,Open,12/18/2014,http://www.teslamotors.com/findus/location/supercharger/culvercitysupercharger,http://supercharge.info/service/supercharge/discuss?siteId=417
"Woodstock, ON",580 Bruin Boulevard,Woodstock,ON,Woodstock_ON,N4V 1E5,Canada,8.0,"43.111918, -80.738804",291,Open,12/17/2014,http://www.teslamotors.com/findus/location/supercharger/woodstocksupercharger,http://supercharge.info/service/supercharge/discuss?siteId=478
"Cabazon, CA",48400 Seminole Dr,Cabazon,CA,Cabazon_CA,92230,USA,10.0,"33.93129, -116.820041",620,Open,12/17/2014,http://www.teslamotors.com/findus/location/supercharger/cabazonsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=402
"Hope, BC",Fort St and Fraser Ave,Hope,BC,Hope_BC,V0X 1L0,Canada,6.0,"49.37829, -121.442822",44,Open,12/9/2014,http://www.teslamotors.com/findus/location/supercharger/hopesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=324
"Greenville, AL",219 Interstate Dr,Greenville,AL,Greenville_AL,36037,USA,6.0,"31.855989, -86.635765",145,Open,12/6/2014,http://www.teslamotors.com/findus/location/supercharger/greenvillealsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=468
"Superior, MT",205 E 4th Ave,Superior,MT,Superior_MT,59872,USA,4.0,"47.192149, -114.888901",835,Open,12/5/2014,http://www.teslamotors.com/findus/location/supercharger/superiorsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=414
"West Hartford, CT",1445 New Britain Ave,West Hartford,CT,WestHartford_CT,6110,USA,8.0,"41.722672, -72.759717",52,Open,12/5/2014,http://www.teslamotors.com/findus/location/supercharger/westhartfordsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=348
"Butte, MT",2900 Harrison Ave,Butte,MT,Butte_MT,59701,USA,6.0,"45.981226, -112.507161","1,666",Open,12/4/2014,http://www.teslamotors.com/findus/location/supercharger/buttesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=409
"Paramus, NJ",530 New Jersey 17,Paramus,NJ,Paramus_NJ,7652,USA,8.0,"40.957429, -74.07408",15,Open,11/26/2014,http://www.teslamotors.com/findus/location/supercharger/paramusroute17,http://supercharge.info/service/supercharge/discuss?siteId=398
"Primm, NV",31900 Las Vegas Blvd S,Primm,NV,Primm_NV,89019,USA,8.0,"35.610687, -115.388028",795,Open,11/26/2014,http://www.teslamotors.com/findus/location/supercharger/primmsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=386
"Fort Drum, FL",184 Florida's Turnpike,Okeechobee,FL,Okeechobee_FL,34972,USA,6.0,"27.601444, -80.822187",16,Open,11/26/2014,http://www.teslamotors.com/findus/location/supercharger/fortdrumsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=410
"Orlando, FL",Turkey Lake Service Plaza,Orlando,FL,Orlando_FL,32835,USA,6.0,"28.514874, -81.500214",1,Open,11/21/2014,http://www.teslamotors.com/findus/location/supercharger/turkeylakesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=385
"Rancho Cucamonga, CA",12505 North Main Street,Rancho Cucamonga,CA,RanchoCucamonga_CA,91739,USA,12.0,"34.113592, -117.529406",381,Open,11/20/2014,http://www.teslamotors.com/findus/location/supercharger/ranchocucamonga,http://supercharge.info/service/supercharge/discuss?siteId=362
"Decatur, GA",1580 Church St,Decatur,GA,Decatur_GA,30033,USA,4.0,"33.793217, -84.285379",310,Open,11/20/2014,http://www.teslamotors.com/findus/location/supercharger/atlantadecatur,http://supercharge.info/service/supercharge/discuss?siteId=407
"Dayton, OH",9200 N Main St,Dayton,OH,Dayton_OH,45445,USA,8.0,"39.85675, -84.276458",258,Open,11/11/2014,http://www.teslamotors.com/findus/location/supercharger/daytonsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=241
"Denver, CO",4310 Airport Way,Denver,CO,Denver_CO,80239,USA,6.0,"39.775259, -104.794674","1,641",Open,11/8/2014,http://www.teslamotors.com/findus/location/supercharger/denversupercharger,http://supercharge.info/service/supercharge/discuss?siteId=340
"Country Club Hills, IL",4201 167th St,Country Club Hills,IL,CountryClubHills_IL,60478,USA,8.0,"41.584927, -87.721062",205,Open,11/8/2014,http://www.teslamotors.com/findus/location/supercharger/countryclubhillssupercharger,http://supercharge.info/service/supercharge/discuss?siteId=408
"Salisbury, MD",2300 North Salisbury Blvd.,Salisbury,MD,Salisbury_MD,21801,USA,6.0,"38.401648, -75.564818",12,Open,11/8/2014,http://www.teslamotors.com/findus/location/supercharger/salisburysupercharger,http://supercharge.info/service/supercharge/discuss?siteId=421
"Ocala, FL",4414 SW College Road,Ocala,FL,Ocala_FL,34474,USA,8.0,"29.140985, -82.19395",23,Open,11/3/2014,http://www.teslamotors.com/findus/location/supercharger/ocalasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=305
"Indianapolis, IN",5120 Victory Drive,Indianapolis,IN,Indianapolis_IN,46203,USA,8.0,"39.702444, -86.079687",253,Open,10/29/2014,http://www.teslamotors.com/findus/location/supercharger/indianapolissupercharger,http://supercharge.info/service/supercharge/discuss?siteId=333
"Missoula, MT",5280 Grant Creek Rd,Missoula,MT,Missoula_MT,59808,USA,6.0,"46.912545, -114.031824","1,009",Open,10/29/2014,http://www.teslamotors.com/findus/location/supercharger/missoulasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=332
"Sagamore, MA",22 Meetinghouse Ln,Sagamore,MA,Sagamore_MA,2562,USA,8.0,"41.781242, -70.540271",26,Open,10/27/2014,http://www.teslamotors.com/findus/location/supercharger/sagamorebeachsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=253
"Big Timber, MT",228 Big Timber Loop Rd,Big Timber,MT,BigTimber_MT,59011,USA,4.0,"45.836945, -109.944577","1,245",Open,10/22/2014,http://www.teslamotors.com/findus/location/supercharger/bigtimbersupercharger,http://supercharge.info/service/supercharge/discuss?siteId=363
"Bozeman, MT",2023 Commerce Way,Bozeman,MT,Bozeman_MT,59715,USA,4.0,"45.700078, -111.062569","1,442",Open,10/22/2014,http://www.teslamotors.com/findus/location/supercharger/bozemansupercharger,http://supercharge.info/service/supercharge/discuss?siteId=294
"Topeka, KS",5930 Huntoon Street,Topeka,KS,Topeka_KS,66614,USA,8.0,"39.044199, -95.76046",283,Open,10/17/2014,http://www.teslamotors.com/findus/location/supercharger/topekasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=350
"Cordes Lakes, AZ",14925 Cordes Lakes Rd,Mayer,AZ,Mayer_AZ,86333,USA,6.0,"34.327131, -112.118432","1,150",Open,10/14/2014,http://www.teslamotors.com/findus/location/supercharger/cordeslakessupercharger,http://supercharge.info/service/supercharge/discuss?siteId=233
"Lafayette, IN",4901 Indiana 26,Lafayette,IN,Lafayette_IN,47905,USA,8.0,"40.416993, -86.812428",202,Open,10/10/2014,http://www.teslamotors.com/findus/location/supercharger/lafayettesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=355
"Casa Grande, AZ",2453 E Florence,Casa Grande,AZ,CasaGrande_AZ,85194,USA,6.0,"32.87888, -111.681742",435,Open,9/30/2014,http://www.teslamotors.com/findus/location/supercharger/casagrandesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=286
"Indio, CA",42100 Jackson St,Indio,CA,Indio_CA,92203,USA,8.0,"33.741484, -116.215019",-3,Open,9/26/2014,http://www.teslamotors.com/findus/location/supercharger/indiosupercharger,http://supercharge.info/service/supercharge/discuss?siteId=118
"Oxnard, CA",2751 Park View Ct,Oxnard,CA,Oxnard_CA,93036,USA,10.0,"34.238654, -119.177398",24,Open,9/24/2014,http://www.teslamotors.com/findus/location/supercharger/oxnardsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=120
"Brandon, FL",2400 W Brandon Blvd,Brandon,FL,Brandon_FL,33511,USA,8.0,"27.940831, -82.323648",12,Open,9/24/2014,http://www.teslamotors.com/findus/location/supercharger/brandonsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=297
"Grand Ave (SC), Chicago, IL",1053 W Grand Ave,Chicago,IL,Chicago_IL,60642,USA,2.0,"41.890732, -87.654125",181,Open,9/9/2014,http://www.teslamotors.com/findus/location/supercharger/chicagograndave,http://supercharge.info/service/supercharge/discuss?siteId=339
"Chattanooga, TN",1001 Airport Rd,Chattanooga,TN,Chattanooga_TN,37421,USA,6.0,"35.037458, -85.196339",204,Open,9/4/2014,http://www.teslamotors.com/findus/location/supercharger/chattanoogasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=242
"Cornwall, ON",805 Brookdale Ave,Cornwall,ON,Cornwall_ON,K6J 4P3,Canada,6.0,"45.023665, -74.747845",431,Open,8/28/2014,http://www.teslamotors.com/findus/location/supercharger/cornwallsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=304
"Toronto (SC), ON",1325 Lawrence Ave East,Toronto,ON,Toronto_ON,M3A 1C6,Canada,8.0,"43.740222, -79.322389",138,Open,8/26/2014,http://www.teslamotors.com/findus/location/supercharger/toronto,http://supercharge.info/service/supercharge/discuss?siteId=309
"Truckee, CA",11290 Donner Pass Rd,Truckee,CA,Truckee_CA,96161,USA,6.0,"39.327507, -120.207373","1,967",Open,8/26/2014,http://www.teslamotors.com/findus/location/supercharger/truckeesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=250
"Edison, NJ",199 Lafayette Ave,Edison,NJ,Edison_NJ,8837,USA,8.0,"40.544814, -74.333248",30,Open,8/22/2014,http://www.teslamotors.com/findus/location/supercharger/edisonsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=158
"Lake City, FL",2893 W US Highway 90,Lake City,FL,LakeCity_FL,32055,USA,6.0,"30.181429, -82.679701",46,Open,8/20/2014,http://www.teslamotors.com/findus/location/supercharger/lakecitysupercharger,http://supercharge.info/service/supercharge/discuss?siteId=303
"St. George, UT",1091 N Bluff St,St. George,UT,St.George_UT,84770,USA,4.0,"37.125336, -113.60272",887,Open,8/14/2014,http://www.teslamotors.com/findus/location/supercharger/stgeorgesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=192
"South Hill, VA",1791 N Mecklenburg Ave,South Hill,VA,SouthHill_VA,23970,USA,6.0,"36.748445, -78.103764",125,Open,8/7/2014,http://www.teslamotors.com/findus/location/supercharger/southhillsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=268
"The Dalles, OR",2114 W 6th,The Dalles,OR,TheDalles_OR,97058,USA,5.0,"45.611964, -121.208526",45,Open,8/1/2014,http://www.teslamotors.com/findus/location/supercharger/thedallessupercharger,http://supercharge.info/service/supercharge/discuss?siteId=278
"Billings, MT",1801 Majestic LN,Billings,MT,Billings_MT,59102,USA,4.0,"45.733716, -108.604573",978,Open,7/23/2014,http://www.teslamotors.com/findus/location/supercharger/billingssupercharger,http://supercharge.info/service/supercharge/discuss?siteId=282
"Squamish, BC",40147 Glenalder Pl,Squamish,BC,Squamish_BC,V8B 0G2,Canada,6.0,"49.736901, -123.134573",35,Open,7/12/2014,http://www.teslamotors.com/findus/location/supercharger/squamishsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=207
"Wickenburg, AZ",155 N Tegner Tt,Wickenburg,AZ,Wickenburg_AZ,85390,USA,6.0,"33.970233, -112.73165",628,Open,7/11/2014,http://www.teslamotors.com/findus/location/supercharger/wickenburgsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=106
"Tifton, GA",1310 U.S. 82,Tifton,GA,Tifton_GA,31794,USA,8.0,"31.448583, -83.534472",92,Open,7/10/2014,http://www.teslamotors.com/findus/location/supercharger/tiftonsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=142
"Salina, KS",755 W Diamond Dr,Salina,KS,Salina_KS,67401,USA,6.0,"38.877342, -97.618699",371,Open,7/4/2014,http://www.teslamotors.com/findus/location/supercharger/salinasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=251
"Limon, CO",2221 6th St,Limon,CO,Limon_CO,80828,USA,6.0,"39.268842, -103.708604","1,652",Open,6/21/2014,http://www.teslamotors.com/findus/location/supercharger/limonsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=238
"Goodland, KS",2631 Enterprise Rd,Goodland,KS,Goodland_KS,67735,USA,6.0,"39.326253, -101.725171","1,129",Open,6/13/2014,http://www.teslamotors.com/findus/location/supercharger/goodlandsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=149
"Hays, KS",4101 Vine St,Hays,KS,Hays_KS,67601,USA,6.0,"38.900543, -99.319142",626,Open,6/12/2014,http://www.teslamotors.com/findus/location/supercharger/hayssupercharger,http://supercharge.info/service/supercharge/discuss?siteId=237
"Nephi, UT",2100 S Main St,Nephi,UT,Nephi_UT,84648,USA,6.0,"39.678397, -111.840704","1,555",Open,6/11/2014,http://www.teslamotors.com/findus/location/supercharger/nephisupercharger,http://supercharge.info/service/supercharge/discuss?siteId=239
"Ritzville, WA",105 Galbreath Way,Ritzville,WA,Ritzville_WA,99169,USA,4.0,"47.116294, -118.368328",570,Open,5/18/2014,http://www.teslamotors.com/findus/location/supercharger/ritzvillesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=198
"Gila Bend, AZ",826 W Pima St,Gila Bend,AZ,GilaBend_AZ,85337,USA,8.0,"32.943969, -112.733506",221,Open,5/17/2014,http://www.teslamotors.com/findus/location/supercharger/gilabendsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=102
"Macon, GA",450 Martin Luther King Jr Blvd,Macon,GA,Macon_GA,31201,USA,8.0,"32.833428, -83.625557",98,Open,5/8/2014,http://www.teslamotors.com/findus/location/supercharger/macongasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=140
"Triadelphia, WV",35 Bob Wise Drive,Triadelphia,WV,Triadelphia_WV,26059,USA,4.0,"40.060757, -80.602874",397,Open,5/7/2014,http://www.teslamotors.com/findus/location/supercharger/triadelphiasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=199
"San Juan Capistrano, CA",31971 Camino Capistrano,San Juan Capistrano,CA,SanJuanCapistrano_CA,92675,USA,7.0,"33.498458, -117.6632",30,Open,5/6/2014,http://www.teslamotors.com/findus/location/supercharger/sanjuancapistranosupercharger,http://supercharge.info/service/supercharge/discuss?siteId=122
"Woodbridge, VA",2700 Potomac Mills Circle,Woodbridge,VA,Woodbridge_VA,22192,USA,8.0,"38.64082, -77.29633",63,Open,5/2/2014,http://www.teslamotors.com/findus/location/supercharger/woodbridgesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=194
"Albany, NY",131 Colonie Center,Albany,NY,Albany_NY,12205,USA,6.0,"42.710356, -73.819109",88,Open,4/30/2014,http://www.teslamotors.com/findus/location/supercharger/albanysupercharger,http://supercharge.info/service/supercharge/discuss?siteId=160
"Roseville, CA",1151 Galleria Blvd,Roseville,CA,Roseville_CA,95678,USA,7.0,"38.771208, -121.266149",66,Open,4/29/2014,http://www.teslamotors.com/findus/location/supercharger/rosevillesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=123
"Hamilton Marketplace, NJ",425 Marketplace Blvd,Hamilton Township,NJ,HamiltonTownship_NJ,8691,USA,6.0,"40.195539, -74.641375",21,Open,4/22/2014,http://www.teslamotors.com/findus/location/supercharger/hamiltontownshipsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=159
"Beaver, UT",Littlefield Interchange,Beaver,UT,Beaver_UT,84713,USA,4.0,"38.249149, -112.652524","1,790",Open,4/14/2014,http://www.teslamotors.com/findus/location/supercharger/beaversupercharger,http://supercharge.info/service/supercharge/discuss?siteId=187
"Cranberry, PA",1308 Freedom Rd,Cranberry Township,PA,CranberryTownship_PA,16066,USA,6.0,"40.683982, -80.10839",312,Open,4/4/2014,http://www.teslamotors.com/findus/location/supercharger/cranberrytownshipsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=173
"Richfield, UT",20 W 1400 N,Richfield,UT,Richfield_UT,84701,USA,4.0,"38.788161, -112.083841","1,659",Open,4/4/2014,http://www.teslamotors.com/findus/location/supercharger/richfieldsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=191
"Buckeye, AZ",416 S Watson RD,Buckeye,AZ,Buckeye_AZ,85326,USA,8.0,"33.443011, -112.556876",338,Open,3/20/2014,http://www.teslamotors.com/findus/location/supercharger/buckeyesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=100
"Green River, UT",1765 East Main St,Green River,UT,GreenRiver_UT,84525,USA,4.0,"38.993577, -110.140513","1,240",Open,3/17/2014,http://www.teslamotors.com/findus/location/supercharger/greenriversupercharger,http://supercharge.info/service/supercharge/discuss?siteId=189
"Plymouth, NC",840 U.S. 64,Plymouth,NC,Plymouth_NC,27962,USA,8.0,"35.850587, -76.756116",5,Open,3/12/2014,http://www.teslamotors.com/findus/location/supercharger/plymouthsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=165
"Lone Tree, CO",8401 Park Meadows Center Dr,Lone Tree,CO,LoneTree_CO,80124,USA,4.0,"39.563776, -104.875651","1,785",Open,2/26/2014,http://www.teslamotors.com/findus/location/supercharger/parkmeadows,http://supercharge.info/service/supercharge/discuss?siteId=127
"Aurora, IL",205 N. Broadway,Aurora,IL,Aurora_IL,60505,USA,4.0,"41.760671, -88.309184",197,Open,2/24/2014,http://www.teslamotors.com/findus/location/supercharger/aurorasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=143
"Las Vegas, NV",701 Bridger Ave,Las Vegas,NV,LasVegas_NV,89101,USA,6.0,"36.165906, -115.138655",609,Open,2/19/2014,http://www.teslamotors.com/findus/location/supercharger/lasvegassupercharger,http://supercharge.info/service/supercharge/discuss?siteId=157
"Pleasant Prairie, WI",11211 120th Avenue,Pleasant Prairie,WI,PleasantPrairie_WI,53158,USA,8.0,"42.518715, -87.950428",216,Open,2/13/2014,http://www.teslamotors.com/findus/location/supercharger/pleasantprairiesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=204
"Greenwich, CT (south)",2000 Merritt Parkway,Greenwich,CT,Greenwich_CT,6830,USA,4.0,"41.040555, -73.673445",81,Open,2/12/2014,http://www.teslamotors.com/findus/location/supercharger/greenwichsouthsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=134
"Greenwich, CT (north)",3000 Merritt Parkway,Greenwich,CT,Greenwich_CT,6830,USA,4.0,"41.041538, -73.671661",82,Open,2/12/2014,http://www.teslamotors.com/findus/location/supercharger/greenwichnorthsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=133
"Yuma, AZ",310 N Madison Ave,Yuma,AZ,Yuma_AZ,85364,USA,8.0,"32.726686, -114.619093",43,Open,2/4/2014,http://www.teslamotors.com/findus/location/supercharger/yumasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=107
"Eau Claire, WI",4601 Keystone Crossing,Eau Claire,WI,EauClaire_WI,54701,USA,6.0,"44.77083, -91.43711",293,Open,1/30/2014,http://www.teslamotors.com/findus/location/supercharger/eauclairesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=200
"Bethesda, MD",7101 Democracy Blvd,Bethesda,MD,Bethesda_MD,20817,USA,2.0,"39.023876, -77.144352",92,Open,1/30/2014,http://www.teslamotors.com/findus/location/supercharger/montgomerymall,http://supercharge.info/service/supercharge/discuss?siteId=150
"Hagerstown, MD",495 Premium Outlets Blvd,Hagerstown,MD,Hagerstown_MD,21740,USA,6.0,"39.605859, -77.733324",164,Open,1/23/2014,http://www.teslamotors.com/findus/location/supercharger/hagerstownsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=151
"Kingman, AZ",789 West Beale Street,Kingman,AZ,Kingman_AZ,86401,USA,6.0,"35.191331, -114.065592","1,025",Open,1/22/2014,http://www.teslamotors.com/findus/location/supercharger/kingmansupercharger,http://supercharge.info/service/supercharge/discuss?siteId=104
"Moab, UT",16 South Main St.,Moab,UT,Moab_UT,84511,USA,4.0,"38.573122, -109.552368","1,224",Open,1/22/2014,http://www.teslamotors.com/findus/location/supercharger/moabsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=190
"Cheyenne, WY",1400 Dell Range Blvd,Cheyenne,WY,Cheyenne_WY,82009,USA,4.0,"41.161085, -104.804955","1,859",Open,1/20/2014,http://www.teslamotors.com/findus/location/supercharger/cheyennesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=205
"Syosset, NY",7 Aeriel Way,Syosset,NY,Syosset_NY,11791,USA,4.0,"40.799839, -73.515267",56,Open,1/18/2014,http://www.teslamotors.com/findus/location/supercharger/syosset,http://supercharge.info/service/supercharge/discuss?siteId=162
"Lumberton, NC",5093 Fayetteville Road,Lumberton,NC,Lumberton_NC,28358,USA,4.0,"34.667629, -79.002343",40,Open,1/17/2014,http://www.teslamotors.com/findus/location/supercharger/lumbertonsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=164
